// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).

// Outros?
0,12221,3500

// Quests
3,29527,2000
3,29528,2000
3,29529,2000
3,29530,2000
3,29531,2000
3,29532,2000
3,29533,2000
3,29534,2000
3,29535,2000
3,29536,2000
3,29537,2000
3,29538,2000
3,29539,2000
3,29540,2000
3,29541,2000
3,29542,2000
3,29543,2000
3,29544,2000
3,29545,2000
3,29546,2000
3,29547,2000
3,29548,2000
3,29549,2000
3,29550,2000
3,29551,2000
3,29552,2000
3,29553,2000
3,29554,2000
3,29555,2000
3,29556,2000

// Utilidades
5,25403,9000
5,714,7000
5,7621,300
5,14611,500

// Visuais
// Rabos de Cavalo
4,20357,6000
4,20358,6000
4,20359,6000
4,20360,6000
4,20361,6000
4,20362,6000
4,20363,6000

// Mechas de Cabelo
4,20341,4500
4,20350,4500
4,20351,4500
4,20352,4500
4,20353,4500
4,20354,4500
4,20355,4500
4,20356,4500

//
4,20349,8000
4,20372,7300
4,20374,7800
4,20375,5800
4,20379,4200
4,20381,8200
4,20397,9000
4,20399,8000
4,20401,10000
4,20404,12000
4,20407,8900
4,20430,12900
4,20431,4000
4,20432,5000
4,20433,4400
4,20440,9000
4,20441,5000
4,20448,13000
4,20449,11000
4,20450,8000
4,20451,6500
4,20458,11000
4,20462,12000
4,20463,9000
4,20467,3620
4,20468,11000
4,20487,5000
4,20495,3500
4,20499,8000
4,20504,7900
4,20510,15000
4,20511,13000
4,20512,2500
4,20514,7000
4,20516,9000
4,20727,12000
4,20746,11000
4,20761,13000
4,20764,11000
4,20798,14000
4,31087,4000
4,31093,7500
4,31117,8000
4,31120,8500
4,31121,8000
4,31125,11000
4,31134,4000
4,31136,5000
4,31139,7000
4,31149,9000
4,31151,11000
4,31152,6920
4,31158,10000
4,31160,9500
4,31164,4500
4,31166,7000
4,31165,9000
4,31167,5000
4,31168,4000
4,31169,6000
4,31177,8000
4,31178,9000
4,31179,9700
4,31180,8900
4,31185,6000
4,31186,8000
4,31187,4000
4,31188,9000
4,31189,7000
4,31190,6700
4,31199,3000
4,31200,7000
4,31201,3800
4,31202,7250
4,31208,12000
4,31209,14000
4,31244,5900
4,31249,8500
4,31251,7000
4,31252,8000
4,31260,9000
4,31300,8000
4,31299,9000
4,31301,15000
4,31314,6000
4,31315,9000
4,31325,6240
4,31329,8000
4,31331,4000
4,31381,3500
4,31382,9000
4,31383,11000
4,31386,8000
4,31387,6000
4,31390,5700
4,31395,15000
4,31396,9000
4,31399,7000
4,31406,12000
4,31407,10000
4,31420,11000
4,31433,7000
4,31435,9000
4,31438,4000
4,31437,10000
4,31439,5500
4,31449,3000
4,31450,12000
4,31451,8000
4,31452,9800
4,31453,6500
4,31460,5000
4,31463,7500
4,31472,2500
4,31474,11000
4,31488,10000
4,31493,12000
4,31510,9000
4,31511,12000
4,31528,1500
4,31531,3000
4,31538,7000
4,31542,5000
4,31543,4000
4,31544,12000
4,31545,5700
4,31564,5000
4,31572,9600
4,31575,12500
4,31586,6000
4,31593,3500
4,31598,5500
4,31672,13000
4,31707,13000
4,31721,6000

// Coques
4,31063,2500
4,31064,2500
4,31065,2500
4,31066,2500
4,31067,2500
4,31068,2500
4,31069,2500
4,31070,2500


7,8000,3000
7,8001,3000
7,8002,3000
7,8003,3000
7,8004,3000
7,8005,3000
7,8006,3000
7,8007,3000
7,8008,3000
7,8009,3000
7,8010,3000
7,8011,3000
7,8012,3000
7,8013,3000
7,8014,3000
7,8015,3000
7,8016,3000
7,8017,3000
7,8018,3000
7,8019,3000
7,8020,3000
7,8021,3000
7,8022,3000
7,8023,3000
7,8024,3000
7,8025,3000
7,8026,3000
7,8027,3000
7,8028,3000
7,8029,3000
7,8030,3000
7,8031,3000
7,8032,3000
7,8033,3000
7,8034,3000
7,8035,3000
7,8036,3000
7,8037,3000
7,8038,3000
7,8039,3000
7,8040,3000
7,8041,3000
7,8042,3000
7,8043,3000
7,8044,3000
7,8045,3000
7,8046,3000
7,8047,3000
7,8048,3000
7,8049,3000
7,8050,3000
7,8051,3000
7,8052,3000
7,8053,3000
7,8054,3000
7,8055,3000
7,8056,3000
7,8057,3000
7,8058,3000
7,8059,3000
7,8060,3000
7,8061,3000
